,Name,Processor,RAM,Operating System,Storage,Display,Warranty,Price,rating
342,Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop,Intel Core i7 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,3 Year Premier Support Warranty,"₹45,990",4.1
343,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,16,990",4.5
344,Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,47,000",3.9
345,Nexstgo Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) NX101 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹79,990",4.9
346,Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,2 Years Warranty,"₹30,990",4.4
347,Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹43,990",4.8
348,ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 wit...,Intel Core i5 Processor (11th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,2 Years Onsite Warranty,"₹3,19,990",4.5
349,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,Intel Core i7 Processor (7th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,74,990",3.9
350,acer P2 Series Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) TMP214-52 Thin and Light Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹49,090",4.2
351,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"₹1,09,990",3.9
352,Lenovo ThinkPad Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",1 Year Onsite Warranty,"₹1,74,527",4.6
353,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹63,990",4.7
354,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,"SHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker",2 Years Onsite Warranty,"₹58,232",4.5
355,Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ideapad 5 14itl05 u2a Thin and Lig...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"₹62,690",4.5
356,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) GL62 7R...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹79,990",4.6
357,HP 12b Celeron Dual Core - (4 GB/Chrome OS) 12b-ca0010TU Chromebook,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹29,990",4.5
358,Vaio SE Series Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NP14V1IN004P Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹59,990",4.5
359,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL6 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year Carry In Warranty,"₹44,990",5
360,DELL Inspiron Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 Thin and Light Lapto...,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹1,08,790",4
361,ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),16 GB DDR3 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,04,990",3.9
362,HP Pavilion 13 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-an0046tu Thin and Light Laptop,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"₹73,990",5
363,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Chrome Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹43,990",5
364,Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN007P Thin and Light ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Limited International Hardware Warranty,"₹50,990",4.5
365,Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,2 Year Warranty Term for Gaming,"₹2,29,999",5
366,DELL G3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX ...,AMD Ryzen 7 Octa Core Processor (5th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,"₹74,990",5
367,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,16,990",4.2
368,Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹67,990",5
369,Lenovo IdeaPad 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15ITL05 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,2 Year Warranty,"₹85,999",5
370,ASUS ZenBook Flip 13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Lapto...,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹94,990",4.1
371,Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹43,990",4
372,ASUS VivoBook Ultra 14 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home) X413JA-EK278TS Thin and Ligh...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Manufacturing Warranty,"₹58,990",5
373,ASUS Zephyrus G14 AniMe Matrix Ryzen 7 Octa Core AMD Ryzen™ 7 5800HS 5th Gen - (16 GB/1 TB SSD/Windows...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹2,02,990",5
374,ASUS ZenBook Duo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-B5811T Thi...,Intel Core i3 Processor (10th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹91,990",4.2
375,MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,2 Years Carry In Warranty,"₹1,04,990",4.5
376,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5418 Notebook,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹64,888",3.9
377,Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,Intel Core i9 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),"₹86,000",4.3
378,HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2016TU Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹58,990",4
379,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,09,990",4.5
380,HP 15s Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) 15s-du1052TU Thin and Light Laptop,Intel Core i5 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year International Travelers Warranty (ITW),"₹27,990",4.6
381,Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,"₹57,990",4.6
382,ASUS Vivobook 14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X415JA-EK104T Thin and Light Lapto...,Intel Core i5 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹34,990",5
383,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inches) Touchscreen Display,1 Year Onsite Warranty,"₹60,990",4.5
384,HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,51,133",3.6
385,MSI GE75 Raider Core i9 10th Gen - (32 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (10th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Full HD LED Backlit Display,1 Year Onsite Warranty,"₹2,39,990",4.5
386,Lenovo Ideapad 3 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 81weideapad 3 15iil05 Laptop,Intel Core i7 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹38,990",4.8
387,Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF542-CS Thin and Light Laptop,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,30.48 cm (12 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),"₹40,890",4.5
388,ASUS VivoBook 15 (2020) Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515JA-EJ532TS Thin and L...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹46,990",3.6
389,DELL Inspiron Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 7391 2 in 1 Laptop,Intel Evo platform feat 11th Gen Intel Core i5 processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹1,09,729",5
390,acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Intel Core i5 Processor (11th Gen),Upgradable SSD Upto 512 GB and RAM Upto 32 GB,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,29,999",1
391,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,"₹43,990",4.5
392,Lenovo Ideapad 3 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14IIL05 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD for Reduced Boot Up Time and in Game Loading,33.78 cm (13.3 inch) Display,2 Year Warranty,"₹37,990",5
393,HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba0011tx Thin and Light ...,Intel Core i7 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹78,990",4
394,ASUS ASUS TUF Dash Series Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,29,990",4.5
395,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹1,16,990",4
396,APPLE MacBook Pro Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MUHP2HN/A,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,12,040",5
397,acer Swift 5 Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) SF514-55TA Thin and Light ...,Intel Core i5 Processor (10th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),"₹68,999",4
398,Lenovo Celeron Dual Core - (4 GB/128 GB SSD/Windows 10 Home) 81H3S01S00 2 in 1 Laptop,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹25,999",5
399,Lenovo IdeaPad Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) IdeaPad 3 14ITL6 Thin and Light La...,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,3 Years Onsite Warranty,"₹43,990",5
400,Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Carbon 13ITL5 Thin and Light La...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),"₹1,17,990",4.6
401,DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 7490 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,128 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"₹76,990",5
402,Lenovo ThinkPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,3 Years Onsite Warranty,"₹68,968",5
403,MSI GL65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,Mac OS Operating System,1 TB SSD,35.56 cm (14 inch) Display,3 Year Premier Support Warranty,"₹1,09,990",4
404,ASUS ZenBook Duo Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX481FL-BM5811T Th...,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹79,990",4.2
405,Lenovo ThinkPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),8 GB LPDDR3 RAM,Windows 10 Operating System,512 GB SSD,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",1 Year Onsite Warranty,"₹67,922",3.9
406,acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home) a515-52-555f Thin and L...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Complete Cover Warranty,"₹55,480",4.3
407,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,"SHIFT, SteelSeries Engine 3, Matrix Display (Extend), Dragon Center, GamingMode, VR Ready, Cooler Boost 5, Nahimic 3, Nahimic VR, Giant Speaker",3 Year Premier Support Warranty,"₹60,990",4.6
408,acer Swift 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-57/SF314-57G Thi...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inches) Display,1 Year Onsite Warranty,"₹64,990",4.6
409,Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,33.78 cm (13.3 inch) Display,3 Years Domestic and 1 Year International Travelers Warranty (ITW),"₹45,990",4.5
410,Nexstgo Core i5 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro) NX101 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹97,990",5
411,Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF542-CS Thin and Light Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹40,890",4.5
412,ASUS ZenBook 13 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX325EA-EG501TS Thin and Light La...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",1 Year Onsite Warranty,"₹77,990",4.1
413,Nexstgo Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) NX101 Thin and Light Laptop,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Years Warranty,"₹79,990",4.5
414,Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,47,000",4.5
415,Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) S145-15IIL Laptop,Intel Core i5 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,2 Years Onsite Warranty,"₹43,990",5
416,Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,2 Year Warranty,"₹64,999",4
417,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,2 Years Warranty,"₹1,74,990",4.6
418,Lenovo ThinkPad Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop,Intel Celeron Dual Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,43.94 cm (17.3 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail","₹1,74,527",5
419,acer Predator Helios 300 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"₹1,16,990",5
420,acer P2 Series Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) TMP214-52 Thin and Light Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,"₹49,090",4.1
421,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),"₹58,232",5
422,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,3 Year Premier Support Warranty,"₹63,990",5
